Name,Address,,State,City,Phone,Email,PPN
Capital Hospitals (A Unit Of Capital Tree Health Care Pvt Ltd. Initiative),D.NO:15177/1  BUNDAR ROAD  PORANKI  VIJAYAWADA-521137.,,Andhra Pradesh,Vijayawada,,,No
Capital Multispeciality Hospital And Cancer Institute,aiims road near-naya tola masjid  phulwari sharif  patna,,Bihar,Patna,,,No
Capitol Hospital,JALANDHAR-PATHANKOT ROAD (NH-44),,Punjab,Jalandhar,8146621691,info@capitalhospital.com,Yes
Carcinova Cancer Hospital (A Unit Of Carcinova Pvt Ltd),Choudhar  Cuttack,,Odisha,Cuttack,,,No
Cardinal Gracias Memorial Hospital Trust,Bangali Naka Sandor  Post Vasai(W)-401201  Sandar  Vasai,,Maharashtra,Thane,0250 - 2322683 / 2324220,cgmhospital@rediffmail.com,Yes
Care And Cure Hospital,Behind Rotary Club Station Road,,Gujarat,Bharuch,7818891170,careandcurebharuch@gmail.com,No
Care And Cure Hospital,S N Road  Nabaplly  Barasat,,West Bengal,Barasat,033 - 25422899,7carecure@gmail.com,Yes
Care And Cure Hospital,Residential Plot no.63 Behind Manav-Mandir Mahatma Gandhi Road GIDC,,Gujarat,Ankleshwar,0,,No
Care And Cure Hospitals Anathapur,ntr marg near rtc busstand ananthapur,,Andhra Pradesh,Anantapur,278999,,No
Care And Cure Medicity Hospital,mall road  batala road,,Punjab,Amritsar,5099360,CCMHOSPITAL1@GMAIL.COM,Yes
Care Asia Hospital,1494  Opp Govt. Hospital  Bh Road  Nelamangala  Bangalore,,Karnataka,Bangalore Rural,,,No
Care Concern Hospital Pvt Ltd,87/A G.T.Road West,,West Bengal,Hoogly,26227083,cchpltd@gmail.com,No
Care Hospital,1ST FLOOR A/WING AN-NUR CHS.LTD. MHADA GATE NO.MALWANI MALAD(W),,Maharashtra,Mumbai,28898787,,Yes
Care Hospital,# 5-4-199  Jawaharlal Nehru Road  Exhibition Road  Nampally,,Telangana,Hyderabad,040 - 30417777 / 55517777 / 24735465,carepreauth@gmail.com,Yes
Care Hospital,Road No. 1  Banjara Hills,,Telangana,Hyderabad,040 - 30418786 / 30418888 / 23234444,carebanjarainsu@carehospitals.com,Yes
Care Hospital,Plot No. 324  Prachi Enclave  Chandrashekarpur,,Odisha,Bhubaneswar,3021999,CASHLESS.BBSR2@CAREHOSPITALS.COM,No
Care Hospital,101-103 motibhaipark complex vaikunth temple nr.khodiyar nagar char rasta,,Gujarat,Vadodara,9879523259,carehospital86@gmail.com,No
Care Hospital,near delapeer petrol pump  stadium road,,Uttar Pradesh,Bareilly,2300996,CAREHOSPITAL2013@YAHOO.COM,No
Care Hospital,D.No 17-1-1  Opp.K.G.H Maharanipeta,,Andhra Pradesh,Visakhapatnam,0891 - 3067000 / 2555733,carevisakhainsu@carehospitals.com,No
Care Hospital Institute Of Medical Sciences,# 10-50-11/5  Waltair Main Road  Ram Nagar  Vishakapatnam,,Andhra Pradesh,Visakhapatnam,0891 - 3041444 / 6645105,carevisakhainsu@carehospitals.com,No
Care Hospital Trauma And Icu,2nd & 3rd Floor Galaxy Trio  Halol Vadodara Road,,Gujarat,Halol,"8980040222, 8980054222",CAREHOSPITALHALOL@GMAIL.COM,No
Care Hospitals,Near Clock Tower  Market Street  Secunderabad - 500003,,Telangana,Hyderabad,040 - 27717736 / 37 / 30486666 / 66267777 / 552677,zia@carehospitals.com,Yes
Care Hospitals,Old Mumbai Highway Road  Hear Cyberabad commisioner Office  Hytech city  Ranga reddy,,Telangana,Hyderabad,040 - 33623500,CAREHITECHPREAUTH@CAREHOSPITALS.COM,Yes
Care Hospitals,3  Farmland  Panchsheel Square  Wardha Road,,Maharashtra,Nagpur,0712 - 3982521,carenagpur@carehospitals.com,No
Care Institute Of Medical Science,Near Shukan Mall Off Science City Road  Sola,,Gujarat,Ahmedabad,079-27712771,CIMS.CREDIT@CIMSHOSPITAL.ORG,Yes
Care Max Superspeciality Hospital,GURU NANAK MISSION CHOWK JALANDHAR,,Punjab,Jalandhar,9915716460,,Yes
Care Multispeciality Hospital,Kolte Arcade  Pune Nagar Road  Awalwadi Phata Wagholi,,Maharashtra,Pune,7028406666,CAREHOSPITAL2015@GMAIL.COM,Yes
Care N Cure Multispeciality Hospital,Old Pratap Talkies  Pratap Chowk,,Chattisgarh,Bilaspur,250036,info@carencurehospital.com,No
Care Ortho Hospital,No.19  Stanes road  4th street  Odakkadu  Pushpa theatres stop.,,Tamil Nadu,Tirupur,"2200255, 9940744555",,No
Care Plus Hospitals Pvt Ltd,80 Feet Road New Balaji Colony MR Palli,,Andhra Pradesh,Tirupati,2240077,CAREPLUSHOSPITALS1@GMAIL.COM,No
Care Well Multispeciality Hospital,Gufa Mandir Road Near Nevri Mandir Lalghati Bhopal,,Madhya Pradesh,Bhopal,2665015,bhopalcmh@gmail.com,No
Career Insititute Of Medical Sciences,Opp:Dushera Maidan  Career College Campus  Govindpura(Bhel)  Bhopal-46023,,Madhya Pradesh,Bhopal,0755-2488680/2488090/2488390,INFO.CIMS03@GMAIL.COM,No
Carewell Heart And Super Speciality Hospital,Model Town  G T Road  Amritsar,,Punjab,Amritsar,0183 - 2221121 / 2562534,carewell_hospital@rediffmail.com,Yes
Carewell Hospital Research Centre Pvt Ltd,Ippady  Kerala,,Kerala,Kasargod,04994 - 230180 / 222324 / 222325 / 222442 / 225525,carewellhospital@gmail.com,No
Carewell Superspeciality Hospital,PLOT NO.11 MAHESH NAGAR ROAD VIDYANIKETAN COLONY  FRONT O SFS SCHOOL JALNA ROAD AURANGABAD,,Maharashtra,Aurangabad,2402472281,,No
Caritas Hospital,Thellakom P.O  Kottayam District  Kerala.,,Kerala,Kottayam,481-2790025-29,insurance.caritashsp@gmail.com,No
Carmel Medical Centre,Kizhathadiyoor Po  Pala,,Kerala,Kottayam,212785,CARMELHOSPITALPALA@YAHOO.COM,No
Cauvery Hospital,Cauvery Hospital Multispeciality Hospital  Dr. Chandrashekar Foundation ®  Terressian Circle  Siddarthanagar,,Karnataka,Mysore,0821 - 2425000 / 2526000,cauveryhospital.corporate@gmail.com,No
Cd Global Hospital,897/4 OPP METRO PILLAR NO 492 MAIN ROHTAK ROAD MUNDKA,,Delhi,DWARKA,9354629558,,Yes
C-Dot Hospital,2/1029 PERUMBAKKAM MAIN ROAD PERUMBAKKAM CHENNAI,,Tamil Nadu,Chennai,0,,Yes
Ceeyam Hospital (P) Ltd,VO Road  Vadakara,,Kerala,Vadakara,0496 2513133/5070,CEEYAMHOSPITAL@GMAIL.COM,No
Ceg Hospital,17/1  KRS MAIN ROAD,,Karnataka,Mysore,4266969,,No
Cellcure Cancer Centre Pvt Ltd,2nd Floor Majithia Apartments Gods Gift Premises Co-op Society Ltd Above Irla Nursing Home S.V.road Vile Parle (W),,Maharashtra,Mumbai,,,Yes
Central Avenue Critical Care Hospital And Icu,Mahalaxmi Complex  Darodkar Sqr.Central Avenue,,Maharashtra,Nagpur,0712 - 2768895 / 2763292,chandakhospital@indiatimes.com,No
Central Hospital,Indra Vihab-123  Indra Vihar Colony  Tilak Society  Airport Road  Bhopal,,Madhya Pradesh,Bhopal,0755-2661823,centralhospital2010@gmail.com,No
Central Hospital,Chauraha Masoodabad  G. T. Road  G. T. Road,,Uttar Pradesh,Aligarh,0571 - 2421421 / 2421444,drgpvarshney@gmail.com,No
Central Hospital,A-142/1  Ganesh Nagar  Near Tilak Nagar  New Delhi,,Delhi,New Delhi,011 - 40777999 / 25994660 / 65809698,central.hospital@ymail.com,Yes
Central Hospital,Gas Godam Tiraha  Kusumkhera  Haldwani  Nainital District,,Uttarakhand,Haldwani,260287/88,centralhospitalcorporate@gmail.com,No
Central Referral Hospital,5th Mile Jadong,,Sikkim,Gangtok,3592-231132,BILLING.CRH@GMAIL.COM,No
Central United Hospital- A Unit Of Shubh Upchar Private Limited,Mangalam Arcade,,Gujarat,Ahmedabad,7575004800,CASHLESSCUHAHD@GMAIL.COM,Yes
Centre For Eye & Health Care,3rd Floor Ramaniyam Isha 11 Rajiv Gandhi Salai Thoraipakkam,,Tamil Nadu,Chennai,9176939047,,Yes
Centre For Eye Sight,Burdwan Road  Beside Kishore Sangha Club,,West Bengal,Siliguri,2535134,CENTREFOREYESIGHTSLG@GMAIL.COM,No
Centre For Eye Sight,228 BC road  rehari chungi  opposite tata motors,,Jammu Kashmir,Jammu,2545486/84/82,NAVNEET@CENTREFOREYESIGHT.COM,No
Centre For Sight,Ashoka Capital Building  Road No 2.Banjara Hills  Hyderabad-500034,,Telangana,Hyderabad,40-40045500,cfshyd.helpline@centreforsight.net,Yes
Centre For Sight,Survey No 126  Plot No 10 Nizampet  X Roads  Kukatpally Hyderabad,,Telangana,Hyderabad,40113016,CFSHYD.HELPLINE@CENTERFORSIGHT.NET,No
Centre For Sight,Plot No 9 Sector 9 Dwarka New Delhi,,Delhi,New Delhi,11-41524500,infodwarka@centreforsight.net,Yes
Centre For Sight,B 5/24  Safdarjung Enclave  New Delhi,,Delhi,New Delhi,011 - 45738888 / 41644000,tpadesk1@centreforsight.net,Yes
Centre For Sight,J-12/30  Rajouri Garden,,Delhi,New Delhi,11-47401365,inforajouri@centreforsight.net,Yes
Centre For Sight,Ashoka Plaza  1st & 2nd Floor  Jawahar Nagar  NH – 2  Bypass Road  Near Omax SRK Mall  Agra – 282002,,Uttar Pradesh,Agra,562-4061450/4061451,infoagra2@centreforsight.net,No
Centre For Sight,amarnath business centre opp.wagh bakri lounge  near st.xaviers college corner,,Gujarat,Ahmedabad,0,,Yes
Centre For Sight,Plot No 1  Huda Market No.1  Beside Hanuman Mandir  Sec - 16A  Near Old Faridabad Metro station  Faridabad,,Haryana,Faridabad,124-4004441,infofaridabad@centreforsight.net,Yes
Centre For Sight,Plot 124 Sector Ab Scheme 54,,Madhya Pradesh,Indore,731-4001400,operationsindore@centreforsight.net,Yes
Centre For Sight,Vikram Tower  18 Jindal Heights  1st Floor Opposite  Sapna Sangeeta Rd ,,Madhya Pradesh,Indore,0731 - 4001400,,Yes
Centre For Sight,At Vivekanand Hospital  Kanth Road  Moradabad,,Uttar Pradesh,Moradabad,0591 - 2452405 / 06 / 07,operationsmoradabad@centreforsight.net,No
Centre For Sight,1a a.j.c. bose road,,West Bengal,Kolkata,0,,Yes
Centre For Sight,F-19  Main Vikas Marg  Preet Vihar,,Delhi,New Delhi,011 - 43097930 / 43097931,infopreetvihar@centreforsight.com,Yes
Centre For Sight,562  7th C Road  Near Satsang Bhawan  Sardarpura,,Rajasthan,Jodhpur,291-261344,infojodhpur@centreforsight.net,No
Centre For Sight,304-309  Ring Road Mall  Sec-31  Outer Ring Road  Near Kali Mandir,,Delhi,New Delhi,011 - 43089700 / 43089702,inforohini@centreforsight.net,Yes
Centre For Sight,Plot 399/1  New Railway Road,,Haryana,Gurgaon,9650044496,abhishek.kumar@centreforsight.net,Yes
Centre For Sight,Sector-29  Gurgaon,,Haryana,Gurgaon,11-45738888,operationsgurgaon@centreforsight.net,Yes
Centre For Sight,Shreegopal 106  (N) Near Madhyamgram Crossing  Jessore Rd ,,West Bengal,Madhyamgram,033 6677 6677,,Yes
Centre For Sight -- Kanpur (A Unit Of New Delhi Centre For Sight Ltd ),1ST AND 2ND FLOOR  CANAL EXPRESS  NORONHA CHAURAHA  MALL RAOD  KANPUR,,Uttar Pradesh,Kanpur,2989272,"INFOKANPUR@CENTREFORSIGHT,NET",No
Centre For Sight - Rewari ( A Unit Of New Delhi Centre For Sight Ltd ),A-4   Sec -05   Near Hero Agency  ,,Haryana,Rewari,NO,INFO@CENTREFORSIGHT.NET,No
Centre For Sight - Surat ( A Unit Of New Delhi Centre For Sight Ltd),UNITY CORNER   ABOVE ZUDIO STORE   13 VARDHMAN  MAHAVEER MARG   CITY LIGHT TOWN   SURAT   GUJARAT,,Gujarat,Surat,,,No
Centre For Sight (Ashok Vihar ),B2/6  Ashok Vihar  Phase 2  Delhi,,Delhi,New Delhi,43728774,INFOASHOKVIHAR@CENTREFORSIGHT.NET,Yes
Centre For Sight (Vikas Puri),A-3  Opp  Metro Pillar No. 628  Najafgarh  Vikas Puri  Delhi  New Delhi,,Delhi,New Delhi,25612976,INFOVIKASPURI@CENTREFORSIGHT.NET,Yes
Centre For Sight -Indrapuram,C-6  Explore Toer Shakti Khand 4  Near Dps,,Uttar Pradesh,Ghaziabad,,,Yes
Centre For Sight- Patna,A-31 P. C Colony  Kankarbagh  Sampatchak Sector -K,,Bihar,Patna,9871175513,TPADESK.PATNA@CENTREFORSIGHT.NET,No
Centre For Sight-Bhubaneswar(A Unit Of New Delhi Centre For Sight Ltd),239  Block N4  IRC Village  Nayapalli,,Odisha,Bhubaneswar,8800846893,TPADESK.BHUBANESWAR@CENTREFORSIGHT.NET,No
Century Multispeciality Hospital Pvt Ltd,Opp. Central Bus Stand,,Maharashtra,Aurangabad,2357119/ 120,CENTURYMULTISPECIALITYHOSPITAL@YAHOO.COM,No
Century Super Speciality Hospital,Road No 12  Banjara Hills  Beside Elbite Diagnostics,,Telangana,Hyderabad,33133333,csshinsurance@gmail.com,Yes
Cethar Hospital,C-108  Fort Station Road  5th Cross  Thillai Nagar  Trichy - 620 018.,,Tamil Nadu,Trichy,91431 - 2751101/02/03/04/05,info@cetharhospitals.com,No
Cg Hospital And Chhattisgarh Dental Hospital,Near City Kotwali  Chhotapara Road,,Chattisgarh,Raipur,4016000/4039000,CGDENTALHOSPITALRAIPUR@GMAIL.COM,No
Chaitanya Eye Hospital,Mogalrajapuram  40-5-19/4  Tikkil Road  Mogalrajapuram  Vijaywada,,Andhra Pradesh,Vijayawada,0866 - 2485868,chaitanyaeye153@gmail.com,No
Chaitanya Eye Hospital And Phacoemulsification Centre,4316  PATWARDHAN CHOWK  OPP. DADA CHAUDHARI SCHOOL  AHMEDNAGAR,,Maharashtra,Ahmednagar,,Chaitanyaeyeclinic@rediffmail.com,No
Chaitanya Hospital,80  P & T Colony  Rt Nagar  Bangalore-32,,Karnataka,Bengaluru,080 - 23333581 / 23432633,hospitalchaitanya46@ymail.com,Yes
Chaitanya Hospital,Bhagirathi Nagar  Warje Malwadi.  Nda Road  Pune.,,Maharashtra,Pune,020 - 25290795,suresh.nighot@yahoo.com,No
Chaitanya Hospital,Plot No. 1 & 2   Sector 44 - C Chandigarh  Chandigarh,,Haryana,Chandigarh,0172 - 2604613 / 5088088,cashless.chaitanyahospital@hotmail.com,Yes
Chaitanya Hospital,ANJAIAH RAOD ONGOLE,,Andhra Pradesh,Ongole,233009,chaitanyahospitals1@gmail.com,No
Chaitanya Hospital,A/P Koregaon Bhima Pune Nagar Road Tal Shirur Dist Pune,,Maharashtra,Koregaon Bhima,02137 - 252062,nsantosh1581@gmail.com,No
Chaitanya Hospital And Nursing Home,S.No-133 Parvati Paytha,,Maharashtra,Pune,020 - 24328600 / 24329660,anantbagul@yahoo.com,No
Chaitanya Medical Centre,# 971/24  Khb Colony Satelite Town Opp. Khb Appartments Yelahanka,,Karnataka,Bengaluru,28561725,chaitanyayelahanka@gmail.com,No
Chaithanya Ent Hospital,38/685  Near Manorama Junction  Sahodharan Ayyapan Road  Ernakulam  Kochi-682016,,Kerala,Ernakulam-Cochin,0484 - 2290565 / 3012257,sayeeshpillai@hotmail.com,No
Chaithanya Eye Care Centre,Opp. KSRTC Bus Stand Railway Station Road,,Kerala,Haripad,2415353,CEHHPD@GMAIL.COM,No
Chaithanya Eye Hospital,Kesavadasapuram Jn,,Kerala,Thiruvananthapuram,0471 - 2447183,chaithanyaeye@gmail.com,No
Chaithanya Eye Hospital,Ravipuram Road  Ravipuram,,Kerala,Ernakulam-Cochin,0484 - 23357135 / 2357098,cehcochin@gmail.com,No
Chaithanya Eye Institute,PALARIVATTOM,,Kerala,palarivattom,,,No
Chakan Criticare Hospital Pvt. Ltd,GAT NO. 1152  CHAKAN-SHIKRAPUR ROAD  CHAKAN  PUNE.,,Maharashtra,Pune,249831,cchpl2015@gmail.com,Yes
Chakravarty Nursing Home,207  Sec-10  Panchkula Haryana-134113,,Haryana,Panchkula,0172 - 2563505 / 2567505,info@chakravartynursinghome.com,No
Chalasani Hospitals Private Limited,#50-53-14  Gurudwara Lane  Seethammadahara  Visakhapatnam,,Andhra Pradesh,Visakhapatnam,0891 - 2535063 / 2535752,queensnrihospitals@gmail.com,No
Challa Eye Care Center,8-2-268/R/9-P  Sagar Society Main Road  Road No:2  Banjara Hills  Hyderabad - 500034.,,Telangana,Hyderabad,040 - 23554779 / 23733705 / 23733952,challaeyecare@yahoo.com,Yes
Chanda Devi Memorial Hospital,71-A Devi Nagar new Sanganer road sodala jaipur,,Rajasthan,Jaipur,141-2291707,,Yes
Chandak Hospital,chandak chowk katni,,Madhya Pradesh,Katni,2222222,chandakhospital.katni07@gmail.com,No
Chandak Nursing Home,Super Market  Sitabuldi,,Maharashtra,Nagpur,0712 - 2522448,rmchandak@rediffmail.com,No
Chandan Hospital,Dilwari Street  Putlighar,,Punjab,Amritsar,183-5099872,chandanhospitals@gmail.com,Yes
Chandan Hospital,Old Navarang Talkies Compound  Raopura,,Gujarat,Vadodara,2430254,chandanhospital@gmail.com,No
Chandan Hospital Limited,FAIZABAD ROAD  NEAR CHINHAT FLYOVER  VIJAYANTKHAND  GOMTI NAGAR ,,Uttar Pradesh,Lucknow,0,CASHLESS@CHANDANHOSPITAL.IN,No
Chandan Neuro Sciences Hospital(No Cashless for NIC & UIIC),188/2/2  LAXMI PETH  DAMANI NAGAR  DEGAON ROAD  SOLAPUR - 413001,,Maharashtra,Solapur,2621818,"CASHLESSCNS@GMAIL.COM, GANGADHARSURMI@GMAIL.COM",No
Chandigarh Eye Care,2H/102  OPPSITE  SHANI MANDIR BHUTAN ROAD,,Bihar,Patna,7549859381,,No
Chandna Medical Centre,52  Sector - 18 A  Near New Subzi Mandi  Faridabad  Haryana - 121002,,Haryana,Faridabad,0129 - 2297224 / 2286812,drashok1960@yahoo.com,Yes
Chandni Hospital Pvt Ltd,9/60  Arya Nagar,,Uttar Pradesh,Kanpur,0512 - 22183078 / 2551185 / 2551885,chandnihospital@gmail.com,No
Chandra Eye Care,LANKA,,Uttar Pradesh,Varanasi,9455176560,,No
Chandra Laxmi Healthcare (Cashless Only For Pvt Insurers),NH-03  GYAN KHAND -1  NEAR ST THOMAS SCHOOL  INDIRAPURAM,,Uttar Pradesh,Ghaziabad,4284825,CLHINDIRAPURAM@GMAIL.COM,Yes
Chandra Mother And Eye Care,4/43  Vivek Khand  Opp Central School   Gomti Nagar,,Uttar Pradesh,Lucknow,0522 - 2397677 / 2397757,chandrainfo.hr@gmail.com,No
Chandraganga Spandan Hospital,Chandganga Apartsments  Vasudev Balvant Phadke Road  Mulund,,Maharashtra,Mumbai,21631521,,Yes
Chandralaxmi Hospital,Plot # 337  Sec-4  Vaishali,,Uttar Pradesh,Ghaziabad,0120 - 2894783 / 24/ 2773670,clhospital09@yahoo.com,Yes
Chandralok Hospital,Bibwewadi Road,,Maharashtra,Pune,020 - 24211402,asmitvaidya@gmail.com,No
Chandramathy Amma Memorial Hospital,Olarikkara  P.O Pullazhi  Thrissur-680012  Kerala State,,Kerala,Thrissur,0487 - 2361340 / 2361420 / 2361978,camhosp@hotmail.com,No
Chandramohan Nursing Home,14-2/A  CTM ROAD MADANAPALLI CHITTOR DIST,,Andhra Pradesh,Chittoor,222167,CHANDRAMOHANHOSPITAL123@GMAIL.COM,No
Chandraprabha Eye Hospital,K.K.Handique Path  Jorhat  K.K. Handique Path,,Assam,Jorhat,0376 - 2304500 / 2371545,cpehjorhat@rediffmail.com,No
Chanre Rheumatology And Immunology Centre And Research,#149  15th Main  3rd Stage  4th Block  Water Tank Road  Basaveshwaranagar 15th Main,,Karnataka,Bengaluru,080 - 42516666 / 6699 / 6665,cricrinsurance@gmail.com,Yes
Charak Hospital Pvt Ltd,7  Film Bhawan  Rani Sati Gate  Yeshwant Niwas Road,,Madhya Pradesh,Indore,2548101,chplindore@rediffmail.com,Yes
Charithasri Hospitals Ltd,29-6-8/1  Ramachandra Rao Road  Suryaraopet  Vijayawada - 2,,Andhra Pradesh,Vijayawada,0866 - 2432350 / 2432360 / 2439480,charithasri@hotmail.com,No
CHARMY HOSPITAL,114  aminnagar society  near jain derasar  ramakaka road  chhani,,Gujarat,Vadodara,0,,No
Charnock Hospital Pvt Ltd,Tegharia  Rajarhat Po  24 Parganas (N) - District  Kolkata - 700059,,West Bengal,Kolkata,033 - 25735707 / 25735708 / 55295710,charnockhosp.accounts@gmail.com,Yes
Charring Cross Nursing Home Private Limited,2c  Motilal Basak Lane,,West Bengal,Kolkata,033 - 23598353 / 56 / 57 / 58,Charringcross@rediffmail.com,Yes
Chaudhary Eye Centre And Laser Vision,4802  Bharat Ram Road(Ansari Road)Daryaganj  Delhi,,Delhi,New Delhi,011 - 23278423 / 23275893,cecdelhi@gmail.com,Yes
Chaudhary Hospital,janta chamber  near saijpur tower  opp. Brts,,Gujarat,Ahmedabad,9913280000,chaudharihospital16@yahoo.com,Yes
Chaudhary Hospital,Singhpura Road,,Punjab,Kurali,0160 - 2641144,chaudharyhospital@gmail.com,No
Chaudhry Medical And Maternity Hospital,1543 Sec 13 Urban Estate,,Haryana,Karnal,0184 - 2203226 / 2201707,meetrkc@yahoo.com,No
Chavan Hospital,54  Stadium Road  Vastu Udyog  Pimpri,,Maharashtra,Pune,9552594774,tpa.chavanhospital@gmail.com,Yes
Chaya Hospital,# 6 C 335  4th C Main 6th Cross  Ombr Layout  Banasavadi,,Karnataka,Bengaluru,080 - 25426030,chayaadmin@gmail.com,Yes
Chaya Super Speciality Hospital,#6  5th Main  B Channasandra Main Road  Kasturi Nagar ,,Karnataka,Bengaluru,080 - 45333333 / 45333300,insurance@chayahospital.com,Yes
Chazhikkat Hospital,River View Rd  Thodupuzha  Idukki,,Kerala,Thodupuzha,0486 - 2300300,insurancedesk@chazhikattuhospital.com,No
Cheema Medical Complex,Phase-4 Near Telephone Exchange Mohali,,Punjab,Mohali,0172 - 2226124 / 2270289 / 3101030 / 09815400070,cmchospital@gmail.com,Yes
Chellam Hospital,No. Madambakkam Main Road,,Tamil Nadu,Chennai,44-22280888,insurance@chellamhospital.biz,No
Chellaram Hospital Diabetes Care & Multispecialty,LSALANI QUANTAM  PUNE BANGLORE HIGHWAY NH 4  NEAR HYUNDAI SHOWROOM BAVDHAN BUDRUK,,Maharashtra,Pune,66839777/709/877,mail@cdi.org.in,Yes
Chelsa Medical Care,Kungalammoodu  Karamana,,Kerala,Karamana,0471 - 2349294 / 2349297 / 23422252,chelsamedicare@gmail.com,No
Chennai Eye Care Hospital,No.6  12th Cross Street  Dhandeeswaran Nagar  Velachery,,Tamil Nadu,Chennai,044 - 22435300 / 22436080 / 42184560,cechinsurance@gmail.com,Yes
Chennai Health Foundation,no 2 b 2 aishwarya nagar m.t.h road thirumullaivoyal ambattur,,Tamil Nadu,Chennai,8438282144,,Yes
Chennai Krishna Hospital,297  Gst Road  Near Mit Bridge  Chrompet  Chennai,,Tamil Nadu,Chennai,044 - 64534400,chennaiendo@gmail.com,Yes
"Chennai Medical Centre, K K Nagar",Thiruvalluvar Sali Nesapakkam West K.K. Nagar,,Tamil Nadu,Chennai,44-24748884,chennaimedicalcentre@gmail.com,No
Chennai Medical College Hospital And Research Centre,NH 45 Road Irungalur Village  Mannachanallur  Trichy,,Tamil Nadu,Trichy,3058872/ 3058925/3058852/3058873,CMC.CAO@SRMCAMPUS.ORG,No
Chennai Meenakshi Multi Speciality Hospital Ltd,148 Luz Chruch Road  Mylapore  Chennai - 600004,,Tamil Nadu,Chennai,044 - 42938938,cmmhins@gmail.com,Yes
Chennai National Hospital,No.12  Jaffer Serang Street ,,Tamil Nadu,Chennai,66602222,ADMIN@CHENNAINATIONALHOSPITAL.COM,Yes
Chennai Orthopaedic Centre,NO12 RAMAKRISHNA NAGAR EXTN. DR.RADHAKRISHANH SALAI VALASARAVAKKAM,,Tamil Nadu,Chennai,42860001,enquiry@cochospitals.com,Yes
Chennai Urology And Robotics Institite,148 Okkiyam Thoraipakkam OMR,,Tamil Nadu,Chennai,0,,Yes
Cherish Hospatal,No : 12    cholambedu road   THIRUMULLAIVOIYAL,,Tamil Nadu,Chennai,"44-044-43833667, 43833369",,Yes
Chetana Hospital,Near Mahamaya Temple  Dakshina Kannada  Puttur,,Karnataka,Puttur,08251 - 231901 / 231902 / 231903,chetana.hospital@yahoo.com,No
Chettinad Super Speciality Hospital,It Highway   Kelambakkam,,Tamil Nadu,Chennai,044 - 47428899,insurance@chettinadhealthcity.com,Yes
Chhabra Hospital,A-1  Narain Singh Park  Assandh Road,,Haryana,Panipat,2655777,hospitalchhabra@yahoo.com,No
Chhabra Hospital And Maternity Home,2ND FLOOR  SIDDHI COMPLEX  OPP. CITY LIGHT PARTY PLOT  CITY LIGHT  SURAT,,Gujarat,Surat,3998078,,No
Chhatrapati Shivaji Maharaj Hospital,Old Mumbai - Pune Highway  Shedung,,Maharashtra,Kharghar,8433900108 / 8799891779,EMPANELMENTCSMH@GMAIL.COM,No
Chhatrapati Shivaji Subharti Hospital,MEERUT,,Uttar Pradesh,Meerut,121-2439112/2439150,,No
Chhavi Eye Hospital,2567  Gat No-2  Telecom Factory  Wright Town  Madan Mahal Station Road,,Madhya Pradesh,Jabalpur,0761-2414227,chhavieyejabalpur@gmail.com,No
Chiguru Multispeciality Hospital,153 doddaballapura main road rajanukunte bus stop bangalore north,,Karnataka,Bengaluru,,,No
Chikitsa Eye And Ent Hospital,60  Pink Plaza  O/S  Hall Gate,,Punjab,Amritsar,9815004248,itsaent@gmail.com,Yes
Child Jesus Hospital,Post Box No. 17  Cantoment,,Tamil Nadu,Trichy,4312410816,corporatecjh@gmail.com,No
Chinmaya Hospital,Chinmaya Hospital  General & Multispeciality  House No 11123  Plot No 2a  2b  Chitralaya Road  Bhim Nagar  Behind Hotel Panchami  Boisar,,Maharashtra,Palghar,2525-655302,enquiry.chinmayahospital@gmail.com,No
Chinmaya Hospital And Fertility Centre,shri venkateshwara complex 80 feet road 2nd block mahalakshmi nagar batawadi tumakuru,,Karnataka,Tumkur,9999999999,,No
Chinmaya Mission Hospital,Cmh Road Indira Nagar,,Karnataka,Bengaluru,080 -  25280461 / 25281505 / 25200165,CMHINS@REDIFFMAIL.COM,Yes
Chinmaya Vision,28  Bhera Enclave  Paschim Vihar,,Delhi,New Delhi,11-25282864,chinmaya.1vision@gmail.com,Yes
Chinmayi Hospital,Church Road  Kundapura,,Karnataka,Kundapura,08254 - 232263,chinmayihospital@yahoo.com,No
Chinniampalayam Venkateshwara Hospital,Avinashi Road  Chinniampalayam,,Tamil Nadu,Coimbatore,0422 - 2627248 / 9976182800,thangavelucvh@gmail.com,No
Chintamani Hospital,Plot No 53 Jadhe Nagar  Bibwewadi. Above Vidya Sahakari Bank,,Maharashtra,Pune,020 - 24212112 / 7,chintamanihospital@yahoo.com,No
